transformer_id,date,h2,ch4,c2h4,c2h6,c2h2,co,co2,oil_temp,load_current,ambient_temp,fault_state
1,2024-12-07,2.583,1.041,9.155,8.51,5.568,112.436,1319.947,42.95,172.98,20.51,Normal
1,2024-12-08,0.0,0.232,11.107,1.876,4.343,76.388,1220.152,44.57,192.45,23.49,Normal
1,2024-12-09,1.306,2.68,13.906,0.292,2.605,257.368,1145.175,44.25,193.02,24.88,Normal
1,2024-12-10,3.512,9.421,17.103,0.528,5.459,262.298,750.571,43.97,169.86,24.35,Normal
1,2024-12-11,5.139,4.087,4.552,1.848,4.403,394.659,639.135,45.45,182.63,20.88,Normal
1,2024-12-12,3.552,2.125,6.59,2.311,3.873,371.552,1090.2,42.28,129.48,26.31,Normal
1,2024-12-13,3.64,3.939,3.278,1.806,3.105,144.325,645.982,42.38,117.01,22.2,Normal
1,2024-12-14,0.704,4.351,2.348,2.363,3.041,167.875,803.714,45.84,179.6,24.74,Normal
1,2024-12-15,0.41,6.258,1.784,4.704,1.363,178.559,1389.374,42.99,191.79,21.91,Normal
1,2024-12-16,0.138,12.121,0.958,0.646,3.747,190.324,1253.123,41.41,172.21,17.3,Normal
1,2024-12-17,0.092,9.274,0.83,0.596,1.735,232.654,1142.491,41.95,182.03,21.31,Normal
1,2024-12-18,0.0,3.973,1.1,0.57,1.714,212.941,1323.939,42.64,184.69,22.4,Normal
1,2024-12-19,0.0,1.437,1.158,0.287,1.186,87.053,1369.192,38.87,121.2,18.41,Normal
1,2024-12-20,0.0,0.799,2.077,0.526,0.829,113.204,1802.311,39.6,121.11,19.66,Normal
1,2024-12-21,0.0,0.073,1.149,2.992,0.999,181.835,3385.264,42.66,188.08,20.21,Normal
1,2024-12-22,0.0,0.0,0.118,2.311,1.49,175.949,3119.502,40.9,176.8,16.01,Normal
1,2024-12-23,0.0,0.0,1.231,1.333,0.823,217.785,2656.85,42.62,188.15,18.99,Normal
1,2024-12-24,0.0,0.0,1.328,2.353,1.181,286.545,4912.14,41.36,191.78,17.47,Normal
1,2024-12-25,0.245,0.0,1.681,1.974,0.036,355.735,4560.346,37.58,178.12,13.57,Normal
1,2024-12-26,0.0,0.0,0.763,0.183,0.0,131.699,4030.901,40.52,129.48,17.65,Normal
1,2024-12-27,0.0,0.0,0.183,0.0,0.0,220.539,5116.941,43.22,145.55,20.89,Normal
1,2024-12-28,0.0,0.0,1.307,0.0,0.0,118.229,2211.209,42.85,204.64,17.73,Normal
1,2024-12-29,0.0,0.0,1.867,0.0,0.527,201.794,1131.318,38.7,176.56,15.96,Normal
1,2024-12-30,0.0,0.0,0.915,0.0,0.0,159.289,1000.614,40.63,195.51,16.89,Normal
1,2024-12-31,0.363,0.0,1.065,0.418,0.066,221.483,1516.138,41.8,181.95,16.99,Normal
1,2025-01-01,0.065,0.0,0.0,0.517,0.0,238.141,1001.586,41.07,194.92,16.49,Normal
1,2025-01-02,0.0,0.0,1.21,0.0,0.287,207.791,1488.991,38.4,125.77,15.89,Normal
1,2025-01-03,1.042,0.0,0.0,0.0,0.0,236.945,1837.989,39.46,128.93,15.34,Normal
1,2025-01-04,0.0,0.0,1.281,0.239,0.0,88.74,2090.189,40.79,177.33,15.71,Normal
1,2025-01-05,0.0,0.0,1.446,0.0,0.0,137.223,3853.254,41.23,179.98,14.32,Normal
1,2025-01-06,0.519,0.0,0.763,0.0,0.132,51.648,1906.257,40.0,174.03,17.45,Normal
1,2025-01-07,0.103,0.177,1.001,0.0,0.039,100.048,1223.3,40.1,183.75,15.18,Normal
1,2025-01-08,1.387,0.919,0.801,0.0,0.229,87.051,1488.451,39.82,187.36,12.19,Normal
1,2025-01-09,0.499,0.0,0.781,0.0,0.0,65.883,863.255,41.57,132.1,14.58,Normal
1,2025-01-10,1.374,0.034,0.441,0.0,0.0,68.369,1072.146,37.93,115.39,15.03,Normal
1,2025-01-11,0.073,0.0,0.0,0.0,0.0,104.945,1023.573,41.71,189.04,12.63,Normal
1,2025-01-12,0.272,0.0,0.932,0.0,0.0,133.02,409.347,40.4,174.91,12.97,Normal
1,2025-01-13,0.0,0.0,1.343,0.227,0.0,172.047,234.923,40.54,197.35,15.07,Normal
1,2025-01-14,0.0,0.0,0.633,0.37,0.0,162.338,400.272,40.96,176.3,14.92,Normal
1,2025-01-15,0.277,0.58,1.418,1.145,0.0,310.657,109.15,38.64,176.95,11.49,Partial Discharge (Low)
1,2025-01-16,1.23,0.0,1.004,2.082,0.0,260.501,119.817,40.51,134.71,16.42,Partial Discharge (Low)
1,2025-01-17,2.178,0.086,0.097,2.019,0.0,657.006,133.65,38.24,131.32,13.18,Partial Discharge (Low)
1,2025-01-18,1.037,1.253,0.796,2.756,0.0,567.772,128.683,38.53,199.28,11.74,Normal
1,2025-01-19,0.61,3.621,1.011,6.692,0.0,627.843,435.453,39.83,180.29,14.07,Normal
1,2025-01-20,2.166,4.51,0.291,11.48,0.0,436.879,437.718,38.66,179.99,13.15,Normal
1,2025-01-21,1.341,3.683,1.944,41.105,0.0,242.654,368.634,39.79,183.45,9.29,Thermal Fault <300℃
1,2025-01-22,3.487,2.86,2.017,34.202,0.0,280.331,631.456,41.03,184.17,12.81,Thermal Fault <300℃
1,2025-01-23,4.639,1.503,6.221,50.742,0.0,1207.316,840.43,32.95,122.93,11.42,Thermal Fault <300℃
1,2025-01-24,5.681,1.137,12.908,90.738,0.0,644.945,1078.276,36.64,135.07,12.49,Thermal Fault <300℃
1,2025-01-25,12.214,2.385,20.039,109.23,0.109,293.764,1327.734,37.66,185.43,9.91,Thermal Fault <300℃
1,2025-01-26,12.405,1.713,9.802,198.668,0.0,98.868,4671.869,40.79,189.2,12.58,Thermal Fault <300℃
1,2025-01-27,14.384,5.337,19.273,67.294,0.0,38.403,10594.71,41.59,206.1,12.32,Thermal Fault <300℃
1,2025-01-28,7.549,9.56,22.275,26.838,0.0,88.036,8520.762,35.32,178.42,10.43,Thermal Fault <300℃
1,2025-01-29,32.228,30.927,31.092,54.246,0.0,111.4,5149.767,36.56,178.65,12.69,Thermal Fault <300℃
1,2025-01-30,5.346,11.293,17.161,34.919,0.0,99.656,11882.635,37.41,130.02,11.23,Thermal Fault <300℃
1,2025-01-31,2.324,26.916,1.235,19.701,0.0,148.391,21904.712,34.46,137.86,12.58,Thermal Fault <300℃
1,2025-02-01,2.093,23.033,2.176,24.928,0.236,396.841,11590.06,37.98,169.69,9.93,Thermal Fault <300℃
1,2025-02-02,6.744,10.423,5.241,55.707,0.049,263.341,4820.218,38.5,189.99,10.2,Thermal Fault <300℃
1,2025-02-03,5.88,6.334,2.822,61.094,0.0,53.753,4168.745,39.57,187.76,9.13,Thermal Fault <300℃
1,2025-02-04,4.412,3.401,1.203,26.542,0.385,136.162,4789.982,35.54,197.68,10.19,Thermal Fault <300℃
1,2025-02-05,1.694,3.196,2.751,37.736,1.786,323.934,4547.988,36.22,181.61,7.23,Thermal Fault <300℃
1,2025-02-06,1.376,6.52,3.918,14.696,3.386,452.504,15006.679,32.32,120.9,6.24,Thermal Fault <300℃
1,2025-02-07,0.516,0.8,7.552,38.223,1.984,368.167,42781.423,33.93,122.76,6.2,Thermal Fault <300℃
1,2025-02-08,2.955,4.141,6.644,31.477,0.308,592.408,56831.108,38.31,167.05,5.89,Thermal Fault <300℃
1,2025-02-09,5.246,2.202,42.32,25.146,0.0,537.639,15811.984,36.51,186.54,8.88,Thermal Fault <300℃
1,2025-02-10,16.74,0.608,76.914,21.418,0.324,1117.312,11334.445,33.35,174.38,8.82,Thermal Fault <300℃
1,2025-02-11,46.218,0.673,41.405,15.313,1.162,1268.928,4110.967,35.47,182.01,7.14,Thermal Fault <300℃
1,2025-02-12,66.006,0.329,63.055,6.894,0.735,901.885,7942.805,40.48,191.77,8.96,Thermal Fault <300℃
1,2025-02-13,57.834,1.931,76.724,3.863,0.216,2095.244,25638.288,36.67,141.48,7.13,Thermal Fault <300℃
1,2025-02-14,124.884,0.466,31.542,5.517,0.618,421.169,15797.263,34.77,136.83,9.06,Thermal Fault <300℃
1,2025-02-15,203.716,0.746,21.385,8.761,0.571,946.066,17407.984,32.74,197.23,2.01,Thermal Fault <300℃
1,2025-02-16,84.516,0.0,6.364,9.875,1.067,122.866,12828.077,36.04,184.94,6.97,Thermal Fault <300℃
1,2025-02-17,40.762,0.165,2.182,21.923,2.646,247.795,10923.838,36.3,186.18,7.36,Thermal Fault <300℃
1,2025-02-18,39.211,0.922,7.232,18.878,1.072,115.727,5419.46,34.92,189.41,4.54,Thermal Fault <300℃
1,2025-02-19,46.708,2.051,2.78,24.511,0.454,112.185,5836.889,37.9,183.42,6.54,Thermal Fault <300℃
1,2025-02-20,49.39,0.524,13.452,30.408,0.584,115.973,3955.767,31.96,139.03,3.08,Thermal Fault <300℃
1,2025-02-21,142.146,0.512,5.433,153.18,1.955,95.512,2374.818,32.3,142.02,4.38,Thermal Fault <300℃
1,2025-02-22,160.42,0.0,24.979,221.574,2.542,223.418,3947.402,36.14,199.44,4.21,Thermal Fault <300℃
1,2025-02-23,108.548,1.62,16.06,35.988,0.333,218.918,2102.473,35.94,190.46,2.68,Normal
1,2025-02-24,97.587,0.816,9.939,14.249,0.744,138.058,2283.092,35.07,189.16,3.9,Normal
1,2025-02-25,52.228,0.323,4.679,2.949,0.147,344.43,2550.302,37.46,198.84,6.82,Normal
1,2025-02-26,57.691,0.148,5.108,0.696,0.0,254.96,1758.422,31.76,199.4,1.11,Normal
1,2025-02-27,39.044,0.0,1.431,0.28,0.0,120.765,2773.331,32.14,129.43,1.31,Normal
1,2025-02-28,39.135,0.0,1.009,0.0,0.0,178.639,1593.152,31.37,137.28,1.08,Normal
1,2025-03-01,37.311,0.0,0.704,0.0,0.769,295.98,645.724,35.54,176.61,9.24,Normal
1,2025-03-02,41.594,0.369,1.023,0.0,0.006,251.258,693.171,32.9,185.69,2.7,Normal
1,2025-03-03,21.39,0.005,1.582,0.0,0.673,168.981,519.717,36.92,198.6,2.2,Normal
1,2025-03-04,23.009,0.298,0.713,0.0,0.276,158.337,204.142,34.29,191.66,1.07,Normal
1,2025-03-05,40.337,0.0,0.148,0.0,0.026,119.584,199.175,35.86,187.26,3.35,Normal
1,2025-03-06,40.548,1.058,0.49,0.0,0.386,200.645,157.334,27.07,126.38,-4.43,Normal
1,2025-03-07,44.575,1.765,2.374,0.0,0.0,123.433,192.611,30.56,137.77,0.58,Normal
1,2025-03-08,20.905,1.614,1.842,0.0,0.0,205.783,511.644,32.94,169.2,-0.5,Normal
1,2025-03-09,13.524,2.303,3.63,0.0,0.06,269.517,507.008,34.04,185.41,3.77,Normal
1,2025-03-10,16.949,4.282,3.19,0.0,0.0,376.723,233.546,36.89,202.4,1.84,Normal
1,2025-03-11,32.68,2.491,1.108,0.0,0.0,520.961,183.183,33.45,205.96,-0.5,Normal
1,2025-03-12,33.996,2.066,1.239,0.0,0.0,378.221,156.801,35.81,199.16,2.53,Normal
1,2025-03-13,27.36,3.416,0.279,0.0,0.0,365.472,218.72,34.27,132.45,1.89,Normal
1,2025-03-14,32.609,3.335,0.348,0.0,0.0,329.709,296.727,32.99,131.44,4.17,Normal
1,2025-03-15,31.557,2.87,0.151,0.0,0.072,705.019,284.956,34.58,207.11,3.25,Normal
1,2025-03-16,20.128,4.406,1.335,0.0,1.046,454.594,418.839,33.79,187.72,0.12,Normal
1,2025-03-17,24.808,6.622,0.676,0.0,1.048,593.241,518.959,35.1,189.83,0.81,Normal
1,2025-03-18,15.618,5.01,0.892,0.0,0.143,893.772,308.798,33.56,182.38,-0.3,Normal
1,2025-03-19,19.194,5.72,3.292,0.0,0.0,400.746,212.924,34.87,177.15,1.26,Normal
1,2025-03-20,23.762,6.344,8.285,0.0,0.788,288.339,258.392,30.63,122.99,0.05,Normal
1,2025-03-21,22.498,4.066,3.696,0.0,1.335,383.866,433.322,31.32,147.8,0.77,Normal
1,2025-03-22,28.747,2.937,1.361,0.0,1.978,234.159,426.699,33.66,189.94,-0.67,Normal
1,2025-03-23,42.27,2.962,0.098,0.0,0.409,124.332,498.258,34.36,198.28,1.43,Normal
1,2025-03-24,50.903,2.466,0.0,0.0,2.296,160.389,462.618,36.49,210.16,3.41,Normal
1,2025-03-25,50.585,3.229,0.0,0.0,5.067,113.243,310.06,36.45,180.29,-0.1,Normal
1,2025-03-26,36.396,2.499,0.239,0.0,1.467,120.476,341.574,33.72,186.28,-1.47,Normal
